co_municipio,no_municipio,sg_uf,categoria,no_regiao_turistica
3203353,Marilândia,ES,Município com oferta turística complementar,Doce Pontões Capixaba
3203403,Mimoso do Sul,ES,Município com oferta turística complementar,Sul Capixaba dos Vales e Café
3203502,Montanha,ES,Município de apoio ao turismo,Doce Terra Morena
3203601,Mucurici,ES,Município de apoio ao turismo,Doce Terra Morena
3203700,Muniz Freire,ES,Município com oferta turística complementar,Caparaó Capixaba
3203809,Muqui,ES,Município com oferta turística complementar,Sul Capixaba dos Vales e Café
3203908,Nova Venécia,ES,Município com oferta turística complementar,"Caminhos do Café, Pedras e Cachoeiras - Noroeste Capixaba"
3204005,Pancas,ES,Município com oferta turística complementar,Doce Pontões Capixaba
3204104,Pinheiros,ES,Município com oferta turística complementar,Doce Terra Morena
3204203,Piúma,ES,Município com oferta turística complementar,Costa e Imigração
3204252,Ponto Belo,ES,Município de apoio ao turismo,Doce Terra Morena
3204351,Rio Bananal,ES,Município de apoio ao turismo,Do Verde e das Águas
3204401,Rio Novo do Sul,ES,Município com oferta turística complementar,Costa e Imigração
3204500,Santa Leopoldina,ES,Município com oferta turística complementar,Imigrantes
3204559,Santa Maria de Jetibá,ES,Município com oferta turística complementar,Imigrantes
3204609,Santa Teresa,ES,Município turístico,Imigrantes
3204906,São Mateus,ES,Município com oferta turística complementar,Do Verde e das Águas
3204955,São Roque do Canaã,ES,Município com oferta turística complementar,Imigrantes
3205036,Vargem Alta,ES,Município com oferta turística complementar,Montanhas Capixabas
3205069,Venda Nova do Imigrante,ES,Município turístico,Montanhas Capixabas
3205101,Viana,ES,Município com oferta turística complementar,Metropolitana
3205150,Vila Pavão,ES,Município com oferta turística complementar,"Caminhos do Café, Pedras e Cachoeiras - Noroeste Capixaba"
3205200,Vila Velha,ES,Município turístico,Metropolitana
3205309,Vitória,ES,Município turístico,Metropolitana
5200100,Abadiânia,GO,Município com oferta turística complementar,Região Turística Encantos do Planalto Central
5200308,Alexânia,GO,Município com oferta turística complementar,Região Turística Encantos do Planalto Central
5200605,Alto Paraíso de Goiás,GO,Município turístico,Região Turística Chapada dos Veadeiros
5201207,Anhanguera,GO,Município com oferta turística complementar,Região Turística Lagos do Paranaíba
5201306,Anicuns,GO,Município com oferta turística complementar,Região Turística dos Negócios e Tradições
5201702,Aragarças,GO,Município com oferta turística complementar,Região Turística Vale do Araguaia
5202502,Aruanã,GO,Município com oferta turística complementar,Região Turística Vale do Araguaia
5202601,Aurilândia,GO,Município de apoio ao turismo,Região Turística Agroecológica
5203302,Bela Vista de Goiás,GO,Município com oferta turística complementar,Região Turística dos Negócios e Tradições
5203807,Britânia,GO,Município com oferta turística complementar,Região Turística Vale do Araguaia
5203906,Buriti Alegre,GO,Município com oferta turística complementar,Região Turística Lagos do Paranaíba
5203939,Buriti de Goiás,GO,Município com oferta turística complementar,Região Turística do Ouro
5203962,Buritinópolis,GO,Município com oferta turística complementar,Região Turística Terra Ronca
5204250,Cachoeira Dourada,GO,Município com oferta turística complementar,Região Turística Lagos do Paranaíba
5204508,Caldas Novas,GO,Município turístico,Região Turística das Águas Quentes
5204607,Campestre de Goiás,GO,Município com oferta turística complementar,Região Turística dos Negócios e Tradições
5204706,Campinorte,GO,Município com oferta turística complementar,Região Turística Vale da Serra da Mesa
5204953,Campos Verdes,GO,Município de apoio ao turismo,
5205307,Cavalcante,GO,Município de apoio ao turismo,Região Turística Chapada dos Veadeiros
5205497,Cidade Ocidental,GO,Município turístico,Região Turística Encantos do Planalto Central
5205513,Cocalzinho de Goiás,GO,Município com oferta turística complementar,Região Turística do Ouro
5205521,Colinas do Sul,GO,Município com oferta turística complementar,Região Turística Chapada dos Veadeiros
5205802,Corumbá de Goiás,GO,Município com oferta turística complementar,Região Turística do Ouro
5206206,Cristalina,GO,Município com oferta turística complementar,Região Turística Encantos do Planalto Central
5206701,Damianópolis,GO,Município de apoio ao turismo,Região Turística Terra Ronca
5207501,Estrela do Norte,GO,Município com oferta turística complementar,Região Turística Vale da Serra da Mesa
5208004,Formosa,GO,Município turístico,Região Turística Encantos do Planalto Central
5208608,Goianésia,GO,Município com oferta turística complementar,Região Turística do Ouro
5208707,Goiânia,GO,Município turístico,Região Turística dos Negócios e Tradições
5208905,Goiás,GO,Município com oferta turística complementar,Região Turística do Ouro
5209937,Inaciolândia,GO,Município de apoio ao turismo,
5210307,Israelândia,GO,Município de apoio ao turismo,
5210406,Itaberaí,GO,Município com oferta turística complementar,
5211206,Itapuranga,GO,Município com oferta turística complementar,Região Turística do Ouro
5211701,Jandaia,GO,Município com oferta turística complementar,Região Turística Agroecológica
5211800,Jaraguá,GO,Município com oferta turística complementar,Região Turística do Ouro
5211909,Jataí,GO,Município turístico,Região Turística Agroecológica
5212303,Leopoldo de Bulhões,GO,Município com oferta turística complementar,Região Turística da Estrada de Ferro Goyaz
5212501,Luziânia,GO,Município com oferta turística complementar,Região Turística Encantos do Planalto Central
5212956,Matrinchã,GO,Município com oferta turística complementar,Região Turística Vale do Araguaia
5213087,Minaçu,GO,Município com oferta turística complementar,Região Turística Vale da Serra da Mesa
5213103,Mineiros,GO,Município turístico,Região Turística Chapada das Emas
5213707,Montes Claros de Goiás,GO,Município de apoio ao turismo,
5213905,Mossâmedes,GO,Município de apoio ao turismo,Região Turística do Ouro
5214051,Mundo Novo,GO,Município de apoio ao turismo,Região Turística Vale do Araguaia
5214606,Niquelândia,GO,Município com oferta turística complementar,Região Turística Vale da Serra da Mesa
5214838,Nova Crixás,GO,Município com oferta turística complementar,Região Turística Vale do Araguaia
5215231,Novo Gama,GO,Município com oferta turística complementar,Região Turística Encantos do Planalto Central
5216403,Paraúna,GO,Município com oferta turística complementar,Região Turística Agroecológica
5217302,Pirenópolis,GO,Município turístico,Região Turística do Ouro
5218003,Porangatu,GO,Município com oferta turística complementar,Região Turística Vale da Serra da Mesa
5218102,Portelândia,GO,Município com oferta turística complementar,Região Turística Chapada das Emas
5218508,Quirinópolis,GO,Município turístico,Região Turística Lagos do Paranaíba
5218789,Rio Quente,GO,Município turístico,Região Turística das Águas Quentes
5218805,Rio Verde,GO,Município turístico,Região Turística Agroecológica
5219209,Santa Cruz de Goiás,GO,Município com oferta turística complementar,Região Turística da Estrada de Ferro Goyaz
5219308,Santa Helena de Goiás,GO,Município com oferta turística complementar,
5219407,Santa Rita do Araguaia,GO,Município com oferta turística complementar,Região Turística Chapada das Emas
5219712,Santo Antônio da Barra,GO,Município com oferta turística complementar,
5219902,São Francisco de Goiás,GO,Município de apoio ao turismo,Região Turística do Ouro
5220009,São João dAliança,GO,Município com oferta turística complementar,Região Turística Chapada dos Veadeiros
5220454,Senador Canedo,GO,Município com oferta turística complementar,
5220504,Serranópolis,GO,Município com oferta turística complementar,Região Turística Chapada das Emas
5220603,Silvânia,GO,Município com oferta turística complementar,Região Turística da Estrada de Ferro Goyaz
5220686,Simolândia,GO,Município com oferta turística complementar,Região Turística Terra Ronca
5221080,Teresina de Goiás,GO,Município com oferta turística complementar,Região Turística Chapada dos Veadeiros
5221304,Três Ranchos,GO,Município turístico,Região Turística Lagos do Paranaíba
5221403,Trindade,GO,Município turístico,Região Turística dos Negócios e Tradições
5221551,Turvelândia,GO,Município com oferta turística complementar,Região Turística Agroecológica
5221601,Uruaçu,GO,Município turístico,Região Turística Vale da Serra da Mesa
5221700,Uruana,GO,Município com oferta turística complementar,Região Turística do Ouro
2100055,Açailândia,MA,Município com oferta turística complementar,Polo Chapada das Mesas
2100154,Água Doce do Maranhão,MA,Município de apoio ao turismo,Polo Lençóis & Delta
2100436,Alto Alegre do Maranhão,MA,Município de apoio ao turismo,Polo Cocais
2100501,Alto Parnaíba,MA,Município com oferta turística complementar,Polo Chapada das Mesas
2100832,Apicum-Açu,MA,Município de apoio ao turismo,Polo Floresta dos Guarás
2100907,Araioses,MA,Município de apoio ao turismo,Polo Lençóis & Delta
2100956,Arame,MA,Município de apoio ao turismo,Polo Serras Guajajara Timbira e Kanela
2101004,Arari,MA,Município com oferta turística complementar,Polo Lagos e Campos Floridos
2101301,Bacuri,MA,Município de apoio ao turismo,Polo Floresta dos Guarás
2101400,Balsas,MA,Município turístico,Polo Chapada das Mesas
2101608,Barra do Corda,MA,Município com oferta turística complementar,Polo Serras Guajajara Timbira e Kanela
2101707,Barreirinhas,MA,Município com oferta turística complementar,Polo Lençóis & Delta
2102309,Buriti Bravo,MA,Município de apoio ao turismo,Polo Sertão Maranhense
2102408,Cajapió,MA,Município de apoio ao turismo,Polo Lagos e Campos Floridos
2102606,Cândido Mendes,MA,Município de apoio ao turismo,Polo Amazônia Maranhense
2102804,Carolina,MA,Município com oferta turística complementar,Polo Chapada das Mesas
2102903,Carutapera,MA,Município com oferta turística complementar,Polo Amazônia Maranhense
2103000,Caxias,MA,Município com oferta turística complementar,Polo Cocais
2103125,Central do Maranhão,MA,Município de apoio ao turismo,Polo Floresta dos Guarás
2103174,Centro Novo do Maranhão,MA,Município de apoio ao turismo,Polo Amazônia Maranhense
2103307,Codó,MA,Município de apoio ao turismo,
2103505,Colinas,MA,Município de apoio ao turismo,Polo Sertão Maranhense
2103554,Conceição do Lago-Açu,MA,Município de apoio ao turismo,Polo Lagos e Campos Floridos
2103703,Cururupu,MA,Município com oferta turística complementar,Polo Floresta dos Guarás
2103752,Davinópolis,MA,Município de apoio ao turismo,Polo Chapada das Mesas
2104057,Estreito,MA,Município com oferta turística complementar,Polo Chapada das Mesas
2104099,Formosa da Serra Negra,MA,Município de apoio ao turismo,Polo Chapada das Mesas
2104107,Fortaleza dos Nogueiras,MA,Município de apoio ao turismo,Polo Chapada das Mesas
2104552,Governador Edison Lobão,MA,Município com oferta turística complementar,Polo Chapada das Mesas
2104701,Graça Aranha,MA,Município de apoio ao turismo,Polo Sertão Maranhense
2104800,Grajaú,MA,Município com oferta turística complementar,Polo Serras Guajajara Timbira e Kanela
2104909,Guimarães,MA,Município de apoio ao turismo,Polo Floresta dos Guarás
2105005,Humberto de Campos,MA,Município de apoio ao turismo,Polo Lençóis & Delta
2105104,Icatu,MA,Município de apoio ao turismo,Polo Munim
2105302,Imperatriz,MA,Município turístico,Polo Chapada das Mesas
2105401,Itapecuru Mirim,MA,Município com oferta turística complementar,Polo Munim
2105427,Itinga do Maranhão,MA,Município com oferta turística complementar,Polo Chapada das Mesas
2105708,Lago da Pedra,MA,Município com oferta turística complementar,Polo Cocais
2106201,Luís Domingues,MA,Município de apoio ao turismo,Polo Amazônia Maranhense
2106805,Mirinzal,MA,Município de apoio ao turismo,Polo Floresta dos Guarás
2107100,Morros,MA,Município com oferta turística complementar,Polo Munim
2107209,Nina Rodrigues,MA,Município de apoio ao turismo,Polo Munim
2107506,Paço do Lumiar,MA,Município com oferta turística complementar,Polo  São Luís
2107803,Parnarama,MA,Município de apoio ao turismo,Polo Cocais
2108009,Pastos Bons,MA,Município de apoio ao turismo,Polo Sertão Maranhense
2108058,Paulino Neves,MA,Município de apoio ao turismo,Polo Lençóis & Delta
2108504,Pindaré-Mirim,MA,Município com oferta turística complementar,Polo Lagos e Campos Floridos
2108603,Pinheiro,MA,Município com oferta turística complementar,Polo Lagos e Campos Floridos
2109007,Porto Franco,MA,Município com oferta turística complementar,Polo Chapada das Mesas
2109056,Porto Rico do Maranhão,MA,Município de apoio ao turismo,Polo Floresta dos Guarás
2109106,Presidente Dutra,MA,Município de apoio ao turismo,Polo Sertão Maranhense
2109205,Presidente Juscelino,MA,Município de apoio ao turismo,Polo Munim
2109403,Primeira Cruz,MA,Município de apoio ao turismo,Polo Lençóis & Delta
2109502,Riachão,MA,Município de apoio ao turismo,Polo Chapada das Mesas
2109601,Rosário,MA,Município com oferta turística complementar,Polo Munim
2109700,Sambaíba,MA,Município de apoio ao turismo,Polo Chapada das Mesas
2109809,Santa Helena,MA,Município de apoio ao turismo,Polo Lagos e Campos Floridos
2109908,Santa Inês,MA,Município com oferta turística complementar,Polo Lagos e Campos Floridos
2110278,Santo Amaro do Maranhão,MA,Município de apoio ao turismo,Polo Lençóis & Delta
2111078,São João do Soter,MA,Município de apoio ao turismo,Polo Cocais
2111102,São João dos Patos,MA,Município de apoio ao turismo,Polo Sertão Maranhense
2111201,São José de Ribamar,MA,Município turístico,Polo  São Luís
2111805,Sítio Novo,MA,Município de apoio ao turismo,
2112001,Tasso Fragoso,MA,Município com oferta turística complementar,Polo Chapada das Mesas
2112209,Timon,MA,Município com oferta turística complementar,Polo Cocais
